client_id,product_type,transaction_date,amount,transaction_type,revenue
239,account,2023-06-09,21.62,transfer_out,0.12
239,account,2023-04-25,105.07,withdrawal,1.67
239,account,2024-04-30,99999.0,transfer_out,945.2
239,account,2024-06-13,34.67,withdrawal,0.4
239,account,2023-04-24,40.34,transfer_in,0.0
239,card,2022-11-22,32.54,fee,0.54
239,card,2023-10-22,42.48,purchase,0.79
239,card,2023-10-29,94.8,withdrawal,1.88
240,account,2023-04-20,76.76,transfer_out,0.54
240,account,2022-11-13,1.32,withdrawal,0.01
240,account,2022-12-26,127.09,withdrawal,1.63
240,account,2022-08-11,-100.0,transfer_out,-1.37
240,account,2023-11-04,42.4,withdrawal,0.68
240,account,2024-03-09,153.36,withdrawal,2.52
240,account,2024-01-20,107.17,withdrawal,1.9
240,account,2022-09-26,249.17,deposit,0.0
240,loan,2023-09-28,32.64,interest,0.34
240,loan,2024-03-04,217.06,repayment,1.38
240,loan,2023-11-24,92.88,repayment,1.3
241,account,2024-06-26,42.28,transfer_in,0.0
241,account,2023-07-01,3.86,withdrawal,0.05
241,account,2024-05-27,-100.0,withdrawal,-1.9
241,card,2024-02-04,22.48,purchase,0.23
241,card,2023-12-23,21.09,withdrawal,0.32
241,card,2024-09-12,100.23,purchase,1.9
241,card,2023-08-27,0.0,purchase,0.0
241,card,2023-07-10,102.15,refund,-2.03
241,loan,2023-11-01,128.71,repayment,1.2
241,loan,2023-07-07,99999.0,repayment,1424.82
241,loan,2024-12-20,3.96,repayment,0.04
241,loan,2025-02-19,0.0,repayment,0.0
241,loan,2023-10-09,163.87,repayment,2.38
241,loan,2024-04-08,34.41,,
241,loan,2024-01-02,10.65,interest,0.21
242,account,2024-05-15,26.12,withdrawal,0.4
242,account,2023-04-28,129.86,transfer_in,0.0
242,account,2024-01-24,98.6,deposit,0.0
242,account,2024-10-05,16.26,withdrawal,0.3
242,account,2023-12-25,113.66,deposit,0.0
242,account,2025-01-22,392.3,transfer_out,5.84
242,account,2024-06-26,99999.0,transfer_out,597.71
242,account,2024-11-09,23.86,transfer_in,0.0
242,card,2023-10-17,171.62,,
242,card,2023-07-05,38.18,,
242,card,2024-02-28,99999.0,fee,1756.53
242,card,2025-01-21,117.18,withdrawal,0.0
243,account,2024-08-30,114.49,transfer_out,1.13
243,account,2023-11-05,113.46,transfer_in,0.0
243,account,2024-05-04,76.42,deposit,0.0
243,loan,2023-09-20,71.59,interest,0.77
243,loan,2024-03-27,40.27,fee,0.55
243,loan,2023-08-06,-100.0,repayment,-1.32
243,loan,2024-09-26,26.74,repayment,0.38
243,loan,2023-10-08,391.1,repayment,4.55
243,loan,2024-07-29,9.15,repayment,0.1
244,account,2023-01-15,190.82,withdrawal,0.0
244,account,2022-07-23,60.43,transfer_out,0.63
244,account,2023-07-15,4.63,withdrawal,-999.0
244,account,2022-03-25,238.04,transfer_out,1.53
244,account,2022-09-05,28.27,deposit,0.0
244,account,2023-11-08,5.86,deposit,0.0
244,card,2023-07-01,40.91,purchase,0.75
244,loan,2022-12-16,455.71,repayment,3.25
244,loan,2022-06-07,155.98,repayment,2.06
244,loan,2022-05-06,148.18,,
245,account,2024-11-11,59.24,transfer_out,0.61
245,account,2023-11-28,127.72,transfer_out,0.96
245,account,2023-06-10,99999.0,transfer_out,1127.29
245,account,2024-03-09,214.69,transfer_in,0.0
245,card,2023-12-29,95.39,fee,1.62
245,card,2023-08-29,48.35,fee,0.75
245,card,2024-12-18,23.67,purchase,0.24
245,card,2024-06-20,99999.0,purchase,1338.09
245,card,2023-12-31,8.55,purchase,0.11
245,loan,2024-11-02,56.16,fee,1.08
247,account,2024-06-08,14.53,withdrawal,0.29
247,account,2023-03-26,28.79,withdrawal,-999.0
247,account,2023-09-21,253.74,deposit,0.0
247,account,2023-08-19,0.83,withdrawal,0.01
247,account,2024-08-23,73.31,transfer_out,0.89
247,account,2024-06-14,19.6,withdrawal,0.27
247,account,2024-07-01,14.15,deposit,0.0
248,card,2025-03-28,159.52,purchase,1.97
248,card,2024-04-05,8.62,withdrawal,0.1
248,card,2025-01-12,28.73,purchase,0.31
248,card,2025-02-25,14.94,purchase,0.15
248,card,2025-04-14,237.51,purchase,4.67
248,card,2025-04-02,45.07,fee,
248,card,2023-11-05,30.02,withdrawal,0.42
248,card,2024-08-14,30.84,fee,0.5
248,loan,2024-07-06,100.74,repayment,0.96
248,loan,2024-08-05,145.06,repayment,0.81
249,loan,2023-10-03,35.35,interest,-999.0
249,loan,2022-08-17,0.0,repayment,0.0
249,loan,2022-10-27,252.38,repayment,2.46
249,loan,2023-09-07,120.05,interest,1.85
249,loan,2022-12-31,110.72,interest,1.36
250,account,2023-08-07,-100.0,transfer_out,-0.87
250,account,2024-10-03,7.15,transfer_out,0.06
250,account,2023-06-14,94.02,deposit,0.0
250,account,2024-05-10,192.06,withdrawal,2.22
250,loan,2023-03-12,43.41,repayment,0.47
250,loan,2023-02-10,121.17,repayment,1.34
250,loan,2024-04-14,18.2,,
250,loan,2024-10-01,16.63,repayment,0.18
250,loan,2023-07-10,95.04,repayment,1.04
250,loan,2023-03-15,99999.0,repayment,1047.66
250,loan,2023-12-17,217.28,repayment,2.96
250,loan,2023-11-12,30.06,fee,0.39
250,loan,2024-10-08,33.5,repayment,0.17
250,loan,2023-03-26,18.78,repayment,0.18
251,account,2023-02-21,64.55,withdrawal,
251,account,2023-04-14,32.24,withdrawal,0.33
251,account,2022-04-17,70.01,deposit,0.0
251,account,2022-08-21,26.48,transfer_out,0.36
251,account,2023-05-05,41.66,transfer_out,0.36
251,loan,2022-08-12,112.74,interest,1.87
251,loan,2023-09-25,9.14,repayment,0.1
251,loan,2022-03-27,-100.0,repayment,-1.03
251,loan,2023-06-30,15.51,repayment,0.21
251,loan,2023-05-30,144.19,repayment,1.04
251,loan,2022-10-30,99.55,repayment,0.66
252,account,2023-11-03,40.94,transfer_in,0.0
252,account,2023-11-05,53.32,transfer_in,0.0
252,account,2024-03-05,399.77,transfer_in,0.0
252,account,2025-05-26,99999.0,deposit,0.0
252,account,2024-10-06,0.0,withdrawal,0.0
252,account,2024-09-17,85.59,withdrawal,1.09
252,account,2024-06-02,61.13,withdrawal,0.89
252,account,2023-12-08,92.89,withdrawal,0.94
252,account,2025-01-31,17.21,withdrawal,0.26
252,account,2024-05-20,91.47,deposit,0.0
252,card,2024-04-04,90.47,purchase,0.99
252,card,2025-06-02,16.82,purchase,0.23
252,card,2024-10-08,99999.0,,
252,card,2025-01-13,62.7,,
252,card,2024-02-22,69.22,withdrawal,1.29
252,card,2024-06-23,257.03,withdrawal,-999.0
252,card,2025-01-31,213.29,purchase,2.38
252,loan,2025-01-03,302.46,repayment,2.86
252,loan,2025-01-15,99999.0,repayment,833.03
252,loan,2024-05-24,21.95,repayment,0.23
253,account,2023-02-05,13.27,deposit,0.0
253,account,2023-05-25,65.78,transfer_in,0.0
253,account,2023-06-14,141.94,deposit,0.0
253,account,2023-10-20,5.8,withdrawal,0.07
253,account,2022-08-14,116.98,withdrawal,1.69
253,account,2023-09-17,99999.0,withdrawal,1164.69
253,loan,2023-08-18,82.69,repayment,1.07
253,loan,2023-10-23,21.53,fee,0.39
253,loan,2023-07-30,85.44,interest,-999.0
253,loan,2024-05-31,0.0,interest,
253,loan,2022-12-11,99999.0,repayment,754.28
253,loan,2022-12-29,0.53,repayment,0.01
253,loan,2022-11-10,0.0,repayment,0.0
253,loan,2024-03-03,8.58,fee,
253,loan,2023-07-18,55.41,repayment,0.55
254,account,2022-09-20,30.89,withdrawal,0.36
254,account,2023-07-07,-100.0,withdrawal,-1.61
254,card,2023-11-12,7.88,purchase,0.15
254,card,2023-12-16,177.06,purchase,3.42
254,loan,2023-05-12,21.58,interest,0.22
254,loan,2022-11-30,38.78,repayment,0.5
254,loan,2023-08-05,256.83,repayment,3.39
254,loan,2023-02-09,247.11,interest,4.57
254,loan,2023-09-27,71.93,repayment,0.77
255,card,2023-04-27,107.96,purchase,1.83
256,card,2023-05-21,50.31,purchase,
256,card,2023-12-16,174.9,withdrawal,3.36
256,loan,2024-08-07,66.88,repayment,0.94
256,loan,2023-10-24,99.31,interest,
256,loan,2023-06-11,87.4,fee,1.75
256,loan,2024-01-26,121.71,repayment,1.76
257,account,2024-08-17,0.0,withdrawal,0.0
257,card,2023-03-19,359.21,purchase,6.38
257,card,2023-08-21,8.88,withdrawal,0.0
257,card,2024-05-14,6.3,purchase,0.1
257,card,2023-08-06,342.2,purchase,4.9
257,card,2024-08-08,-100.0,,
257,card,2023-08-07,20.3,purchase,0.25
257,loan,2023-12-03,52.27,repayment,0.67
257,loan,2024-02-25,0.6,fee,0.01
257,loan,2024-03-07,0.8,interest,0.01
257,loan,2023-09-16,27.93,repayment,0.35
258,account,2023-02-27,14.28,,
258,account,2022-08-09,86.26,deposit,0.0
258,account,2023-06-18,99999.0,withdrawal,1099.78
258,account,2023-07-28,279.81,deposit,0.0
258,account,2023-07-12,323.92,transfer_in,0.0
258,account,2022-11-17,30.95,transfer_in,0.0
258,account,2022-07-11,99999.0,deposit,0.0
258,account,2023-01-26,45.71,transfer_in,0.0
258,card,2022-07-25,272.59,purchase,5.25
258,card,2022-07-23,96.24,purchase,1.28
258,card,2022-12-06,106.76,purchase,1.77
258,card,2022-12-30,74.99,purchase,1.41
258,card,2022-09-18,82.76,withdrawal,1.22
258,loan,2022-12-13,63.09,repayment,0.85
258,loan,2022-12-27,29.69,interest,0.32
258,loan,2023-11-14,77.3,repayment,0.93
258,loan,2022-06-20,272.91,repayment,3.4
258,loan,2022-10-16,2.11,repayment,0.03
259,loan,2025-03-03,23.72,repayment,0.2
259,loan,2024-06-03,160.19,interest,3.01
259,loan,2023-10-31,86.67,interest,1.47
259,loan,2023-10-05,2.87,repayment,0.02
260,card,2023-12-16,141.27,purchase,2.72
260,card,2023-01-27,106.54,withdrawal,1.89
260,card,2023-08-27,49.07,withdrawal,0.66
260,loan,2022-11-11,51.48,interest,0.53
260,loan,2024-02-18,160.29,repayment,1.99
260,loan,2023-04-26,299.56,repayment,3.03
261,card,2022-02-26,159.68,purchase,2.06
261,card,2023-07-29,15.0,withdrawal,
261,card,2022-06-16,154.25,fee,2.04
261,card,2022-11-04,4.88,purchase,0.08
261,card,2023-07-03,107.35,purchase,1.14
261,card,2022-08-07,6.9,purchase,0.14
261,card,2023-11-11,21.06,,
261,card,2023-10-15,55.12,purchase,0.81
261,card,2023-05-05,101.66,fee,1.7
261,card,2023-11-20,229.62,purchase,4.08
261,card,2023-05-22,173.09,withdrawal,1.84
261,loan,2023-04-18,164.19,repayment,1.78
261,loan,2022-02-19,183.96,interest,1.99
261,loan,2023-04-02,265.39,repayment,2.27
262,account,2024-02-03,72.33,transfer_out,0.53
262,account,2023-05-26,170.63,deposit,0.0
262,account,2023-04-01,18.96,withdrawal,0.24
262,account,2023-04-03,13.49,transfer_in,0.0
262,loan,2024-06-20,99999.0,interest,1641.84
262,loan,2024-03-28,99999.0,fee,1504.45
262,loan,2023-04-29,18.95,repayment,0.24
262,loan,2023-10-07,33.47,repayment,0.2
262,loan,2024-03-19,164.87,repayment,1.34
263,card,2022-11-19,40.2,purchase,0.77
263,card,2022-10-03,2.45,purchase,
263,card,2022-11-18,55.63,fee,1.06
263,loan,2023-08-05,141.72,repayment,1.66
263,loan,2022-08-15,327.55,interest,3.96
263,loan,2023-12-09,70.92,repayment,0.73
263,loan,2023-06-05,35.65,repayment,0.47
263,loan,2024-01-24,597.56,repayment,8.51
263,loan,2022-12-20,99999.0,interest,1593.22
263,loan,2023-12-26,58.88,repayment,0.41
264,account,2024-02-02,69.06,transfer_in,0.0
264,account,2023-02-03,99999.0,deposit,0.0
264,account,2023-03-05,33.5,deposit,0.0
264,card,2022-10-22,96.67,purchase,1.27
264,card,2023-06-06,79.75,fee,1.29
264,card,2022-11-13,256.89,withdrawal,2.67
264,card,2023-04-12,135.3,purchase,0.0
264,card,2023-12-03,79.88,purchase,0.92
265,account,2022-12-28,0.0,withdrawal,0.0
265,account,2022-03-01,0.81,withdrawal,0.01
265,account,2023-06-23,233.51,deposit,0.0
265,card,2023-01-20,224.54,fee,2.83
265,card,2022-10-26,26.45,fee,0.4
265,card,2022-12-23,14.71,purchase,0.24
265,card,2023-06-07,104.41,purchase,1.94
266,account,2022-10-01,18.8,transfer_in,0.0
266,account,2023-04-13,63.08,withdrawal,1.06
266,account,2023-01-04,11.16,transfer_in,0.0
266,account,2023-09-30,67.35,withdrawal,0.82
266,account,2023-08-02,99999.0,deposit,0.0
266,card,2023-08-13,62.17,purchase,0.85
266,card,2024-08-24,22.66,purchase,0.25
266,loan,2024-10-09,99999.0,fee,0.0
266,loan,2023-09-03,167.21,repayment,1.68
266,loan,2023-09-19,199.43,repayment,2.92
266,loan,2023-02-24,12.26,repayment,0.14
267,account,2024-07-16,67.02,withdrawal,0.0
267,account,2024-04-04,159.83,withdrawal,2.93
267,account,2024-12-18,107.78,withdrawal,1.71
267,account,2024-09-03,52.02,deposit,0.0
267,account,2023-10-08,1.94,withdrawal,0.03
267,account,2024-05-07,31.99,withdrawal,0.57
267,card,2023-08-08,32.21,withdrawal,0.57
267,card,2025-01-20,119.41,withdrawal,1.41
267,card,2025-03-22,135.45,fee,2.33
267,card,2024-05-13,30.65,withdrawal,0.4
267,card,2024-02-15,99999.0,purchase,1054.86
267,card,2023-11-18,90.03,withdrawal,1.0
267,card,2024-05-28,282.43,purchase,5.39
268,card,2024-04-14,68.89,purchase,
268,card,2023-11-03,4.34,purchase,0.07
268,card,2024-03-14,13.61,refund,-0.25
268,card,2024-04-17,12.37,purchase,0.18
268,loan,2023-03-25,327.95,repayment,4.02
268,loan,2023-06-09,92.41,interest,-999.0
268,loan,2023-03-31,316.16,repayment,1.71
268,loan,2024-01-05,226.25,repayment,2.18
268,loan,2024-03-31,17.21,repayment,0.22
268,loan,2023-11-07,62.65,repayment,0.83
269,account,2024-08-21,63.8,deposit,0.0
269,account,2024-04-16,53.68,withdrawal,1.0
269,account,2023-12-03,190.04,transfer_in,0.0
269,account,2023-07-05,10.31,deposit,0.0
269,card,2023-04-14,31.63,purchase,0.55
269,card,2023-12-11,59.58,purchase,0.95
269,card,2023-08-26,0.0,purchase,0.0
269,card,2024-06-30,48.56,purchase,0.76
269,card,2024-02-15,3.85,purchase,0.07
269,card,2023-08-31,58.38,fee,0.84
269,card,2023-11-29,61.99,purchase,0.9
269,loan,2024-09-18,66.84,repayment,0.34
269,loan,2023-08-06,172.33,repayment,2.03
269,loan,2024-08-08,-100.0,fee,-1.62
269,loan,2024-08-28,58.17,repayment,0.57
269,loan,2024-10-25,12.21,interest,0.18
270,card,2024-05-11,64.24,fee,0.69
270,card,2024-01-30,25.91,withdrawal,0.47
270,card,2022-12-21,188.76,,
270,card,2022-09-21,167.27,purchase,2.78
270,card,2022-11-21,96.54,purchase,1.11
270,card,2023-05-18,48.98,refund,-0.56
270,card,2023-01-09,253.07,purchase,3.56
270,card,2023-11-06,152.51,purchase,3.03
270,loan,2022-08-19,22.42,repayment,0.23
270,loan,2023-04-12,68.03,interest,1.24
270,loan,2023-04-17,65.08,repayment,0.54
270,loan,2022-11-12,5.32,repayment,0.04
270,loan,2023-03-10,48.95,repayment,0.69
270,loan,2024-03-13,23.34,interest,0.27
271,loan,2024-04-28,67.78,repayment,0.66
271,loan,2024-08-18,269.7,repayment,2.98
271,loan,2025-04-08,89.89,interest,1.17
272,account,2023-05-23,242.03,withdrawal,4.78
272,account,2023-01-07,56.14,transfer_in,0.0
272,account,2023-07-11,99999.0,deposit,0.0
272,account,2022-11-28,143.51,transfer_out,1.88
272,card,2022-06-22,18.14,withdrawal,0.28
272,card,2023-06-27,45.66,purchase,0.9
272,card,2022-08-11,88.5,withdrawal,1.18
272,card,2023-12-22,30.55,fee,0.5
272,card,2022-08-08,47.54,purchase,0.9
272,card,2023-06-26,89.78,purchase,1.71
273,account,2024-06-02,32.82,withdrawal,0.46
273,account,2023-08-16,29.02,transfer_out,0.37
273,account,2023-12-22,-100.0,transfer_out,-0.74
273,account,2024-05-18,28.82,transfer_out,0.16
273,account,2024-05-07,5.37,withdrawal,0.07
273,account,2023-05-28,83.7,withdrawal,1.03
273,card,2023-08-09,196.81,withdrawal,2.32
273,card,2023-10-01,42.4,fee,0.57
273,card,2024-06-17,8.9,purchase,0.14
273,card,2023-01-19,55.08,purchase,0.98
273,card,2024-02-21,200.75,purchase,3.92
273,card,2023-03-05,78.1,purchase,1.11
273,loan,2024-10-01,125.92,repayment,1.07
273,loan,2024-04-17,57.16,repayment,0.37
273,loan,2024-06-23,81.77,repayment,0.65
273,loan,2022-12-27,0.0,repayment,0.0
273,loan,2024-01-10,14.61,fee,0.18
273,loan,2024-09-28,216.55,repayment,2.54
274,account,2024-02-28,165.27,withdrawal,2.95
274,loan,2023-12-22,169.15,repayment,1.39
274,loan,2023-07-15,9.42,fee,0.15
274,loan,2023-06-12,81.8,repayment,0.8
274,loan,2024-08-27,140.05,repayment,1.05
274,loan,2023-07-22,116.04,interest,0.0
275,card,2023-04-26,9.95,purchase,0.11
275,card,2023-01-01,43.85,refund,-0.54
275,card,2022-10-25,85.32,refund,-1.41
275,card,2022-08-30,36.18,purchase,-999.0
275,card,2023-10-04,12.71,withdrawal,0.23
275,card,2022-06-21,100.52,purchase,1.61
275,loan,2023-08-03,102.06,interest,
275,loan,2022-11-28,266.83,,
275,loan,2023-01-19,122.39,repayment,1.34
276,account,2024-06-10,101.95,withdrawal,1.28
276,account,2025-02-04,155.53,transfer_out,1.53
276,account,2023-08-29,17.17,withdrawal,0.19
276,account,2024-09-16,99999.0,transfer_in,0.0
276,account,2024-08-13,12.53,transfer_out,0.18
276,loan,2025-05-06,57.28,repayment,0.41
276,loan,2024-10-25,64.98,fee,
276,loan,2025-02-12,24.69,repayment,0.28
277,account,2022-05-08,99999.0,deposit,0.0
277,account,2023-04-22,154.72,deposit,0.0
277,account,2022-06-02,46.13,transfer_in,0.0
277,account,2022-09-12,3.19,withdrawal,0.0
278,account,2023-12-21,-100.0,transfer_out,-0.73
278,account,2023-01-16,23.53,withdrawal,0.25
278,card,2023-02-06,19.95,purchase,0.21
278,card,2024-03-25,98.48,withdrawal,1.93
278,card,2024-02-16,47.51,withdrawal,0.82
278,card,2024-06-05,17.53,purchase,0.32
278,card,2023-03-12,53.9,purchase,0.9
278,card,2023-12-18,181.2,purchase,2.06
279,account,2024-01-09,1.58,deposit,0.0
279,account,2024-07-01,54.9,deposit,0.0
279,account,2024-07-15,118.8,transfer_out,1.67
279,account,2025-10-11,99999.0,transfer_out,794.87
279,card,2024-01-14,99999.0,refund,-1054.29
279,card,2024-02-15,119.31,purchase,2.02
279,card,2023-10-11,0.0,refund,-0.0
279,card,2025-06-25,54.29,purchase,0.88
279,card,2024-03-10,71.68,fee,0.77
279,card,2024-10-03,27.14,withdrawal,0.4
279,card,2024-11-09,56.03,purchase,0.77
280,account,2023-10-13,30.08,withdrawal,0.42
280,account,2024-11-13,131.34,deposit,0.0
280,account,2023-03-28,212.93,withdrawal,2.16
280,account,2023-03-20,38.14,deposit,0.0
280,account,2024-10-15,153.03,withdrawal,-999.0
280,loan,2024-04-02,14.37,repayment,0.12
280,loan,2024-08-02,134.06,repayment,1.05
280,loan,2023-10-25,32.34,interest,0.45
280,loan,2023-05-12,250.76,repayment,2.97
280,loan,2024-01-19,221.34,repayment,2.65
280,loan,2023-11-12,391.47,interest,5.52
281,account,2023-11-14,39.58,transfer_out,0.39
281,account,2023-10-17,52.52,deposit,0.0
281,account,2024-08-19,290.82,withdrawal,5.36
281,account,2025-01-22,390.61,,
281,account,2024-03-28,38.88,,
281,account,2024-01-20,45.77,transfer_out,0.56
281,account,2025-04-16,76.69,transfer_in,0.0
281,account,2024-02-06,230.12,transfer_out,2.44
281,card,2025-06-03,25.5,purchase,0.47
281,card,2025-03-30,169.29,purchase,2.12
281,card,2024-02-03,34.03,,
281,card,2024-03-08,9.91,withdrawal,0.11
281,loan,2025-08-05,63.41,interest,1.07
281,loan,2024-07-19,26.2,repayment,0.29
281,loan,2025-07-31,116.65,repayment,0.7
281,loan,2025-07-07,99999.0,repayment,1337.42
282,account,2025-05-17,183.6,withdrawal,2.56
282,account,2024-09-29,18.76,withdrawal,0.36
282,account,2024-05-11,33.51,withdrawal,0.64
282,account,2024-08-11,1.87,deposit,0.0
282,account,2025-06-14,67.52,transfer_in,0.0
282,account,2023-11-15,41.66,deposit,0.0
282,card,2024-09-25,29.54,purchase,0.5
282,card,2024-11-04,180.11,purchase,2.57
282,card,2024-03-10,91.85,withdrawal,0.98
282,card,2024-11-24,99999.0,purchase,1080.29
282,card,2024-09-04,38.88,withdrawal,0.53
282,card,2024-04-03,371.73,fee,4.23
282,card,2024-11-20,4.52,purchase,0.07
282,loan,2024-07-06,-100.0,repayment,-1.38
282,loan,2024-05-11,171.78,repayment,2.24
282,loan,2025-11-04,9.47,,
283,card,2022-11-28,126.65,withdrawal,1.84
283,loan,2023-06-16,141.44,repayment,0.72
283,loan,2023-12-31,32.09,repayment,0.38
283,loan,2024-02-13,106.51,interest,1.56
283,loan,2024-07-14,10.95,fee,0.13
283,loan,2023-11-23,129.13,interest,1.84
283,loan,2024-10-18,157.12,repayment,0.8
283,loan,2024-01-17,131.72,interest,1.89
284,card,2024-08-06,99999.0,fee,
284,card,2024-04-24,27.31,fee,0.28
284,card,2023-04-30,19.23,fee,0.31
284,card,2023-10-08,61.61,fee,1.05
284,loan,2023-08-25,-100.0,interest,-1.67
284,loan,2022-10-27,175.2,interest,-999.0
284,loan,2024-07-21,62.33,repayment,0.88
284,loan,2023-05-19,-100.0,interest,-1.58
284,loan,2023-09-25,105.74,repayment,0.9
284,loan,2023-12-12,160.69,repayment,2.11
284,loan,2023-09-24,29.62,repayment,0.16
284,loan,2024-01-25,336.47,interest,4.52
284,loan,2024-03-14,9.98,repayment,0.07
284,loan,2023-08-29,34.42,fee,0.68
285,account,2024-01-26,183.73,withdrawal,2.4
285,account,2023-07-04,84.13,,
285,account,2024-07-03,26.29,withdrawal,-999.0
285,card,2024-08-28,64.85,purchase,0.75
285,card,2024-10-17,86.41,purchase,1.12
285,card,2025-03-18,106.34,fee,1.83
285,card,2024-01-23,111.23,purchase,1.4
285,card,2024-10-05,31.1,withdrawal,0.6
286,account,2024-01-22,-100.0,withdrawal,-1.78
286,account,2024-04-16,104.73,deposit,0.0
286,account,2023-03-30,59.26,transfer_out,0.43
286,card,2024-02-08,15.7,purchase,0.17
286,card,2023-11-06,183.21,withdrawal,3.44
286,card,2022-11-16,29.95,,
286,card,2022-11-24,74.02,purchase,1.3
286,card,2023-01-21,0.0,refund,-0.0
286,loan,2023-05-27,62.49,repayment,0.78
286,loan,2022-11-13,51.21,repayment,0.67
286,loan,2024-02-09,32.11,repayment,0.28
286,loan,2023-11-04,82.77,repayment,0.83
286,loan,2022-07-17,88.76,fee,1.75
287,loan,2024-12-24,-100.0,fee,-1.45
287,loan,2024-07-25,2.38,interest,0.05
287,loan,2023-06-05,35.87,interest,0.55
288,account,2024-03-17,134.4,transfer_in,0.0
288,account,2023-06-16,182.74,withdrawal,2.02
288,account,2022-12-26,174.3,withdrawal,1.79
288,account,2022-11-20,102.24,withdrawal,1.97
288,card,2023-02-18,14.88,fee,0.2
288,card,2024-02-16,100.15,purchase,1.89
288,card,2024-09-29,231.39,purchase,3.98
288,loan,2023-09-21,177.38,interest,3.32
288,loan,2023-08-09,0.0,repayment,0.0
288,loan,2022-12-08,55.4,repayment,0.53
288,loan,2023-10-14,106.75,repayment,1.56
288,loan,2024-02-08,221.87,repayment,2.52
289,account,2023-12-17,32.34,withdrawal,0.35
289,account,2024-01-07,45.42,transfer_out,0.67
289,account,2023-10-20,216.03,transfer_in,0.0
289,account,2023-10-11,14.52,transfer_in,0.0
289,account,2022-11-12,258.44,deposit,0.0
289,account,2023-12-03,2.94,transfer_in,0.0
289,account,2023-08-18,266.93,deposit,0.0
289,account,2022-10-01,95.75,transfer_in,0.0
289,account,2023-06-16,99999.0,transfer_out,1290.73
289,account,2023-11-22,126.76,withdrawal,1.59
290,loan,2025-10-12,26.68,repayment,0.26
290,loan,2025-04-01,122.93,,
290,loan,2024-12-30,116.1,repayment,0.62
290,loan,2024-01-17,28.64,repayment,0.38
290,loan,2024-11-01,146.04,repayment,1.16
290,loan,2024-11-28,67.83,repayment,0.94
290,loan,2025-05-27,19.57,repayment,0.21
291,account,2024-05-24,24.34,transfer_in,0.0
291,account,2023-09-15,148.42,deposit,0.0
291,loan,2025-03-12,99999.0,interest,1349.15
291,loan,2025-02-19,87.08,,
291,loan,2024-09-09,173.84,fee,2.7
292,account,2024-01-24,99999.0,transfer_in,0.0
292,account,2024-06-23,96.55,withdrawal,1.26
292,account,2023-11-22,0.0,,
292,account,2024-10-08,77.25,transfer_out,1.1
292,account,2023-11-11,0.0,deposit,0.0
292,account,2023-10-21,88.09,deposit,0.0
292,account,2024-07-24,86.47,transfer_in,0.0
292,card,2024-08-28,99999.0,purchase,0.0
292,card,2024-08-25,195.63,purchase,2.05
292,card,2025-07-08,25.2,purchase,0.29
292,card,2024-01-06,86.43,purchase,1.37
292,card,2024-12-19,44.06,purchase,0.54
292,card,2025-05-15,53.67,fee,1.01
292,card,2023-12-03,32.32,purchase,0.57
292,card,2023-12-26,46.52,withdrawal,0.75
292,loan,2025-06-24,92.99,repayment,1.23
292,loan,2024-06-21,16.46,repayment,0.24
292,loan,2025-07-20,80.93,repayment,0.53
292,loan,2024-12-01,125.54,repayment,1.67
292,loan,2024-08-10,99999.0,repayment,554.72
292,loan,2025-04-29,18.97,repayment,0.26
292,loan,2024-05-03,167.56,repayment,1.24
292,loan,2025-10-13,86.29,repayment,0.74
293,card,2023-03-22,0.0,fee,0.0
293,card,2024-08-26,132.4,purchase,1.77
293,card,2024-09-04,2.16,purchase,0.04
293,card,2023-10-27,38.81,purchase,0.52
293,card,2024-04-15,5.97,purchase,0.07
294,account,2025-08-11,12.72,withdrawal,0.19
294,account,2025-09-04,16.63,deposit,0.0
294,account,2025-08-16,42.49,deposit,0.0
294,account,2024-04-10,49.8,transfer_out,0.6
294,account,2024-07-01,98.61,deposit,0.0
294,account,2025-03-21,44.84,deposit,0.0
294,account,2024-07-01,25.23,withdrawal,0.33
294,account,2025-04-03,6.17,transfer_out,0.03
294,card,2024-12-08,1.07,refund,-0.01
294,card,2024-12-26,13.58,purchase,0.27
294,card,2024-05-30,99999.0,purchase,1135.77
295,account,2023-09-12,11.61,deposit,0.0
295,account,2025-03-06,91.79,deposit,0.0
295,account,2024-12-15,14.72,transfer_out,0.12
295,card,2025-06-05,98.12,withdrawal,1.32
295,card,2025-03-25,5.02,purchase,0.09
295,card,2024-06-06,303.44,,
295,card,2024-07-18,37.09,purchase,0.66
295,card,2024-02-24,40.98,purchase,0.43
295,card,2024-07-07,9.05,purchase,0.12
295,loan,2025-08-11,69.4,repayment,0.6
295,loan,2023-12-13,322.9,repayment,3.31
295,loan,2024-10-29,99999.0,fee,1793.49
295,loan,2024-04-11,47.36,repayment,0.3
295,loan,2024-03-17,10.99,repayment,0.08
295,loan,2024-04-01,209.11,repayment,1.97
296,account,2025-01-30,99999.0,deposit,0.0
296,account,2023-06-17,153.79,transfer_in,0.0
296,loan,2024-01-25,51.02,fee,0.55
296,loan,2023-08-22,62.01,repayment,0.35
297,account,2022-10-27,70.86,deposit,0.0
297,account,2023-07-24,134.29,deposit,0.0
297,account,2023-08-19,92.99,withdrawal,1.05
297,account,2024-03-27,233.93,transfer_out,1.7
297,account,2024-04-19,50.95,deposit,0.0
297,loan,2023-10-08,139.88,repayment,1.97
297,loan,2023-01-22,134.59,repayment,1.46
297,loan,2024-01-12,68.65,repayment,0.54
